# CSRF debug log
# Created: 2025-10-17 00:00:00
# Entries appended here by add_staff.php when CSRF mismatches occur.

2025-10-17 13:34:11 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:34:18 CSRF_MISMATCH | ip=127.0.0.1 | posted=3ab087f501b21056c6ef
2025-10-17 13:36:38 CSRF_MISMATCH | ip=127.0.0.1 | posted=109df0680aad49c9cede
2025-10-17 13:43:08 CSRF_MISMATCH | ip=127.0.0.1 | posted=c4323468ceeeefb8b1e5
2025-10-17 13:52:06 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-17 13:53:35 CSRF_MISMATCH | ip=127.0.0.1 | posted=e1226d757a0c412eb101 | session=
2025-10-21 23:41:29 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:41:43 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:41:57 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:42:22 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:42:26 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:45:55 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:48:09 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:50:08 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:55:27 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:55:49 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-21 23:56:00 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 00:00:17 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 00:01:59 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 00:02:54 TOKEN_INIT | ip=::1 | session=f7938a9ea5f6e9c89a32 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 11:47:45 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=0 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache","Set-Cookie: csrf_add_staff=35cd4b7288343c3f63160077d86814
2025-10-22 11:49:02 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 11:49:05 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 11:50:11 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 11:50:23 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:06:47 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:07:05 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:08:06 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:08:26 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:11:59 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:12:40 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:13:03 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:13:12 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:13:36 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:13:53 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:14:32 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:15:02 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:17:13 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:17:31 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:21:22 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:21:56 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:24:26 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:28:15 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:28:23 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:43:24 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:47:14 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:50:02 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:52:13 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:53:08 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:53:48 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:54:01 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:55:02 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:55:59 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:56:36 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:56:52 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:56:55 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:57:08 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:57:13 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:57:33 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 12:59:48 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:00:03 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:00:59 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:04:06 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:08:03 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:08:10 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:10:06 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:13:42 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:16:07 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:18:01 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:19:13 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:19:16 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:19:50 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:19:54 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:21:40 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:25:41 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:26:32 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:26:48 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:27:47 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:31:35 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:32:41 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:32:43 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:33:26 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:33:32 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:33:35 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:33:44 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:35:16 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:35:37 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:37:45 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:37:54 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:39:06 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 13:39:19 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:26:39 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:28:54 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:29:11 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:31:28 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:34:58 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:37:32 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:37:50 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:40:25 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:42:28 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
2025-10-22 15:44:20 TOKEN_INIT | ip=::1 | session=35cd4b7288343c3f6316 | have_cookie=1 | headers=["X-Powered-By: PHP\/8.2.12","Expires: Thu, 19 Nov 1981 08:52:00 GMT","Cache-Control: no-store, no-cache, must-revalidate","Pragma: no-cache"]
